audio_id,filename,primary_label,labels,source,source_file_path,start_sec,end_sec,clip_start_frame,clip_end_frame,clip_duration_sec,materialized_path,cache_mode,file_path
BC2026_Train_0003_S08_20250607_070007,BC2026_Train_0003_S08_20250607_070007.ogg,47158son20,47158son20,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0003_S08_20250607_070007.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0003_S08_20250607_070007.ogg
BC2026_Train_0003_S08_20250607_070007,BC2026_Train_0003_S08_20250607_070007.ogg,47158son25,47158son25,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0003_S08_20250607_070007.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0003_S08_20250607_070007.ogg
BC2026_Train_0003_S08_20250607_070007,BC2026_Train_0003_S08_20250607_070007.ogg,chacha1,chacha1,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0003_S08_20250607_070007.ogg,0,20,0,640000,20,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0003_S08_20250607_070007.ogg
BC2026_Train_0003_S08_20250607_070007,BC2026_Train_0003_S08_20250607_070007.ogg,chacha1,chacha1,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0003_S08_20250607_070007.ogg,30,60,960000,1920000,30,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0003_S08_20250607_070007.ogg
BC2026_Train_0004_S08_20250607_070007,BC2026_Train_0004_S08_20250607_070007.ogg,116570,116570,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg,0,10,0,320000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg
BC2026_Train_0004_S08_20250607_070007,BC2026_Train_0004_S08_20250607_070007.ogg,116570,116570,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg,15,25,480000,800000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg
BC2026_Train_0004_S08_20250607_070007,BC2026_Train_0004_S08_20250607_070007.ogg,47158son03,47158son03,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg
BC2026_Train_0004_S08_20250607_070007,BC2026_Train_0004_S08_20250607_070007.ogg,47158son17,47158son17,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg,5,45,160000,1440000,40,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg
BC2026_Train_0004_S08_20250607_070007,BC2026_Train_0004_S08_20250607_070007.ogg,47158son17,47158son17,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg,55,60,1760000,1920000,5,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg
BC2026_Train_0004_S08_20250607_070007,BC2026_Train_0004_S08_20250607_070007.ogg,47158son18,47158son18,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg
BC2026_Train_0004_S08_20250607_070007,BC2026_Train_0004_S08_20250607_070007.ogg,47158son19,47158son19,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg,20,25,640000,800000,5,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg
BC2026_Train_0004_S08_20250607_070007,BC2026_Train_0004_S08_20250607_070007.ogg,chacha1,chacha1,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg,0,25,0,800000,25,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0004_S08_20250607_070007.ogg
BC2026_Train_0005_S08_20250607_070007,BC2026_Train_0005_S08_20250607_070007.ogg,116570,116570,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg,15,20,480000,640000,5,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg
BC2026_Train_0005_S08_20250607_070007,BC2026_Train_0005_S08_20250607_070007.ogg,116570,116570,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg,25,30,800000,960000,5,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg
BC2026_Train_0005_S08_20250607_070007,BC2026_Train_0005_S08_20250607_070007.ogg,47158son15,47158son15,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg
BC2026_Train_0005_S08_20250607_070007,BC2026_Train_0005_S08_20250607_070007.ogg,47158son16,47158son16,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg
BC2026_Train_0005_S08_20250607_070007,BC2026_Train_0005_S08_20250607_070007.ogg,47158son17,47158son17,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg,0,10,0,320000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg
BC2026_Train_0005_S08_20250607_070007,BC2026_Train_0005_S08_20250607_070007.ogg,47158son17,47158son17,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg,15,55,480000,1760000,40,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg
BC2026_Train_0005_S08_20250607_070007,BC2026_Train_0005_S08_20250607_070007.ogg,47158son25,47158son25,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg
BC2026_Train_0005_S08_20250607_070007,BC2026_Train_0005_S08_20250607_070007.ogg,chacha1,chacha1,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg,45,55,1440000,1760000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0005_S08_20250607_070007.ogg
BC2026_Train_0006_S09_20250828_000000,BC2026_Train_0006_S09_20250828_000000.ogg,516975,516975,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0006_S09_20250828_000000.ogg,5,15,160000,480000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0006_S09_20250828_000000.ogg
BC2026_Train_0007_S09_20250829_000000,BC2026_Train_0007_S09_20250829_000000.ogg,516975,516975,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg,10,20,320000,640000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg
BC2026_Train_0007_S09_20250829_000000,BC2026_Train_0007_S09_20250829_000000.ogg,chacha1,chacha1,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg,35,45,1120000,1440000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg
BC2026_Train_0007_S09_20250829_000000,BC2026_Train_0007_S09_20250829_000000.ogg,grekis,grekis,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg,0,5,0,160000,5,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg
BC2026_Train_0007_S09_20250829_000000,BC2026_Train_0007_S09_20250829_000000.ogg,grekis,grekis,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg,55,60,1760000,1920000,5,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg
BC2026_Train_0007_S09_20250829_000000,BC2026_Train_0007_S09_20250829_000000.ogg,plcjay1,plcjay1,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg,50,55,1600000,1760000,5,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg
BC2026_Train_0007_S09_20250829_000000,BC2026_Train_0007_S09_20250829_000000.ogg,thlwre1,thlwre1,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg,5,15,160000,480000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0007_S09_20250829_000000.ogg
BC2026_Train_0008_S09_20250831_000000,BC2026_Train_0008_S09_20250831_000000.ogg,516975,516975,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0008_S09_20250831_000000.ogg,10,25,320000,800000,15,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0008_S09_20250831_000000.ogg
BC2026_Train_0008_S09_20250831_000000,BC2026_Train_0008_S09_20250831_000000.ogg,516975,516975,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0008_S09_20250831_000000.ogg,40,50,1280000,1600000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0008_S09_20250831_000000.ogg
BC2026_Train_0009_S09_20250828_000000,BC2026_Train_0009_S09_20250828_000000.ogg,516975,516975,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0009_S09_20250828_000000.ogg,0,5,0,160000,5,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0009_S09_20250828_000000.ogg
BC2026_Train_0009_S09_20250828_000000,BC2026_Train_0009_S09_20250828_000000.ogg,516975,516975,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0009_S09_20250828_000000.ogg,25,30,800000,960000,5,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0009_S09_20250828_000000.ogg
BC2026_Train_0010_S09_20250828_000000,BC2026_Train_0010_S09_20250828_000000.ogg,516975,516975,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0010_S09_20250828_000000.ogg,0,10,0,320000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0010_S09_20250828_000000.ogg
BC2026_Train_0011_S03_20211114_200000,BC2026_Train_0011_S03_20211114_200000.ogg,1491113,1491113,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0011_S03_20211114_200000.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0011_S03_20211114_200000.ogg
BC2026_Train_0011_S03_20211114_200000,BC2026_Train_0011_S03_20211114_200000.ogg,22967,22967,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0011_S03_20211114_200000.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0011_S03_20211114_200000.ogg
BC2026_Train_0011_S03_20211114_200000,BC2026_Train_0011_S03_20211114_200000.ogg,22973,22973,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0011_S03_20211114_200000.ogg,0,60,0,1920000,60,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0011_S03_20211114_200000.ogg
BC2026_Train_0011_S03_20211114_200000,BC2026_Train_0011_S03_20211114_200000.ogg,517063,517063,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0011_S03_20211114_200000.ogg,5,60,160000,1920000,55,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0011_S03_20211114_200000.ogg
BC2026_Train_0012_S03_20220211_233000,BC2026_Train_0012_S03_20220211_233000.ogg,1491113,1491113,soundscape_clip,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0012_S03_20220211_233000.ogg,5,15,160000,480000,10,,offset_read,/Users/yaroslav/Documents/Kaggle/BirdCLEF_2026/data/birdclef-2026/train_soundscapes/BC2026_Train_0012_S03_20220211_233000.ogg
